Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:DD	0.9147512912750244	51.25	2026-05-15	0.3575		67.94071093249775	49.9877403249913	-1.9006	55.87
NASDAQ:VISN	0.9146714210510254	13.62	2026-04-28	0	GTC: delete	46.863805558930814	68.80661265330795	0.0027	17.00
NYSE:AD	0.9145543575286865	43.43				0	0	5.0934	53.83
NYSE:AIV	0.9128229022026062	3.08	2026-06-04	0		-5.497459797878059	-3.657032013552734	3.8002	7.00
NYSE:SITC	0.9109138250350952	5.36			GTC: delete	24.809558763712133	93.13000339110278	3.3894	6.00
NASDAQ:TASK	0.9099186062812805	5.96	2026-03-26	0		21.590036217386594	51.20004772262106	2.8010	12.00
NYSE:ELME	0.9088696241378784	2.18				0	0	-1.6823	18.00
NYSE:NLOP	0.9062209725379944	12.70	2026-03-30	0		100.556977908431	142.2289564845888	-9.8057	46.00
NYSE:TTE	0.8586395978927612	93.33	2026-06-30	1.02775	GTC: delete; ADR	115.86128672862341	93.73864373088144	6.7697	97.07
NYSE:DK	0.8536217212677002	50.97	2026-05-01	0.255		222.5706232024032	307.6739077082799	-0.3720	50.00
NASDAQ:KLAC	0.8452783823013306	26.83				280.87480747656264	330.6073184948263	35.7547	1814.28
NYSE:RGA	0.8440676927566528	221.69				-921.5942658957744	-922.7828550446701	18.0433	248.44
NYSE:OEC	0.8371700644493103	9.08	2026-06-10	0.02075		17.819193910345586	49.319341408059074	-1.2432	6.31
NASDAQ:TSCO	0.8324342966079712	33.05				22.29673867853845	31.7780347606743	2.0838	56.15
NASDAQ:EBAY	0.8239597678184509	115.82	2026-05-29	0.295		138.20483995833786	151.29841455043587	4.5743	104.57
NYSE:MDU	0.8165849447250366	22.35				2.6607857264092725	8.268396402074094	0.9303	22.14
NASDAQ:SLM	0.8157730102539062	23.65	2026-06-04	0.13		39.39054718146219	-5.113558047716864	3.9676	29.00
NASDAQ:EXPO	0.8052275776863098	60.72	2026-06-05	0.3025		0	0	2.2406	86.67
NASDAQ:HTO	0.8020758032798767	60.12				-45.891960658320166	-26.613547456445723	2.4517	62.33
NASDAQ:HWKN	0.800089955329895	167.67				207.35512201109358	249.47981335155868	3.9428	188.00
