Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted	eps	AnalystTargetPrice
NYSE:DD	0.9147512912750244	51.25	2026-05-15	0.3575		67.78201121357453	49.943971300174674	-1.9006	55.87
NASDAQ:VISN	0.9146714210510254	13.62	2026-04-28	0	GTC: delete	46.74710873141902	68.6048103421154	0.0027	17.00
NYSE:AD	0.9145543575286865	43.43			Buy 263 at $40.91 ~= $10,759	0	0	5.0934	53.83
NYSE:AIV	0.9128229022026062	3.08	2026-06-04	0		-5.495974133276781	-3.6596486328668836	3.8002	7.00
NYSE:SITC	0.9109138250350952	5.36			GTC: delete	24.739433705038238	92.80807283621635	3.3894	6.00
NASDAQ:TASK	0.9099186062812805	5.96	2026-03-26	0		21.48961746417002	50.941104828115485	2.8010	12.00
NYSE:ELME	0.9088696241378784	2.18				0	0	-1.6823	18.00
NYSE:NLOP	0.9062209725379944	12.70	2026-03-30	0		100.0493686860429	141.5276479224688	-9.8057	46.00
NYSE:TTE	0.8545955419540405	93.29	2026-06-30	1.02775	GTC: delete; ADR	115.56305442039802	93.58620239528314	6.7697	97.07
NASDAQ:KLAC	0.8397630453109741	26.82			Buy 422 at $25.50 ~= $10,761	279.129010387882	328.58503241340463	35.7547	1814.28
NYSE:RGA	0.835526704788208	221.51			Buy 11 at $210.72 ~= $2,318	-926.3734690754497	-927.561735472042	18.0433	248.44
NASDAQ:HWKN	0.8255398869514465	168.04				206.984368041593	248.8756159429369	3.9428	188.00
NYSE:OLN	0.8212531805038452	26.50	2026-05-14	0.2		84.23846416838771	142.35046268472578	-0.3742	26.79
NASDAQ:SLM	0.8083680272102356	23.64	2026-06-04	0.13		38.51394696339702	-5.712024702708823	3.9676	29.00
NYSE:DK	0.8077964186668396	50.75	2026-05-01	0.255		221.31843518771467	306.08692033828106	-0.3720	50.00
NASDAQ:TSCO	0.7946937680244446	32.94			GTC: delete	22.28297679554218	31.736671321764938	2.0838	56.15
NASDAQ:HTO	0.7744150161743164	60.00				-45.882998853051404	-26.683580682504413	2.4517	62.33
NASDAQ:LRCX	0.7734368443489075	390.97				409.7809495583846	415.9552474407759	5.3641	310.47
NYSE:MDU	0.764552652835846	22.26				2.634392135643695	8.225491711917504	0.9303	22.14
NYSE:OEC	0.7597296833992004	9.03	2026-06-10	0.02075		17.66239813606188	49.037722821360354	-1.2432	6.31
