Stock	Score	Target	ExDividendDate	DividendPerShare	Notes	intrinsicValuePerShareBasic	intrinsicValuePerShareAdjusted
NASDAQ:III	1	7.20	2025-12-05	0.045		0	0
NYSE:DD	1	76.43	2026-03-02	0.3575	Buy 56 at $50.95 ~= $2,853	72.19556712310157	52.709278048466004
NYSE:ELME	1	3.31	2026-01-08	0.18		0	0
NASDAQ:VISN	0.9257136583328247	20.53				0	0
NASDAQ:LASR	0.874937891960144	62.28				0	0
NASDAQ:TASK	0.868703305721283	11.37				0	0
NASDAQ:GDYN	0.8660751581192017	7.60				0	0
NYSE:FIS	0.8650141954421997	52.33	2026-03-10	0.39		0	0
NASDAQ:ADTN	0.80660480260849	10.85				0	0
NASDAQ:INDI	0.8051353693008423	4.09				0	0
NYSE:STM	0.7981612682342529	35.50	2026-03-24	0	ADR	0	0
NASDAQ:EXPE	0.794418454170227	216.34	2026-03-05	0.4	Buy 13 at $206.53 ~= $2,685	192.92924851964395	330.07060493410216
NASDAQ:HCKT	0.7813567519187927	15.19	2025-12-23	0.12		0	0
NYSE:NABL	0.7777904868125916	5.23				0	0
NYSE:INGM	0.7681230902671814	23.03				0	0
NYSE:PH	0.7629386782646179	1070.78	2026-02-06	1.7575	Buy 2 at $1,024.58 ~= $2,049	1345.5757241011631	1480.6272550637864
NASDAQ:INSG	0.7447704076766968	13.52				0	0
NYSE:NLOP	0.7283374071121216	14.39	2026-02-18	0	Buy 208 at $13.80 ~= $2,870	0	0
NYSE:BF.A	0.7250458598136902	31.74	2026-03-06	0.2265	Buy 94 at $30.44 ~= $2,861	34.10044333158255	39.45930081753504
NASDAQ:HLIT	0.7223057746887207	12.70				0	0
