ticker,week52_low,week52_high,close_score_date,close_5d_prior,adv_dollar_10d
NASDAQ:WULF,2.06,17.05,15.5,13.71,652990511.42
NYSE:IONQ,14.15,84.64,62.38,60.3,1784344444.09
NASDAQ:AGNC,7.85,10.6282,10.0,10.2,248048458.54
NYSE:UAA,4.45,11.89,4.61,4.81,44971111.92
NASDAQ:HST,12.22,19.365,16.02,16.49,106122617.07
NASDAQ:REKR,0.621,3.42,2.53,2.84,19155875.96
NYSE:UA,4.3,10.62,4.44,4.64,20168066.35
NASDAQ:BLNK,0.6301,2.6499,1.7,1.93,5403898.53
NASDAQ:CEG,161.35,412.7,377.0,389.19,1009779823.93
NASDAQ:PGEN,0.6513,5.225,4.14,4.33,15591405.58
NASDAQ:IMAB,0.595,6.79,4.63,4.82,9071997.20
NYSE:MKC,63.15,86.24,64.16,66.85,156172564.57
NYSE:CIEN,49.21,193.74,189.92,179.05,391802707.38
NASDAQ:NVAX,5.01,11.55,8.4,8.52,28211744.76
NYSE:DRH,6.185,10.0,7.82,7.8,22271667.50
NYSE:OHI,35.04,44.415,42.03,40.49,68780230.95
NASDAQ:PCSA,0.15,1.5,0.389,0.3102,2037310.96
NASDAQ:ALT,2.9,11.16,4.05,3.95,9990688.04
NASDAQ:BTCS,1.2,8.49,3.73,4.07,5676885.63
NYSEAMERICAN:LEU,49.4001,464.25,367.46,383.0,519578038.63
