date,symbol,amount
2026-08-28,NYSE:DD,0.35
2026-08-31,NYSE:DD,0.6
2026-08-28,NASDAQ:VISN,5
2026-09-10,NYSE:INSW,5.05
2026-09-03,NYSE:SAR,0.25
2026-10-06,NYSE:SAR,0.25
2026-11-05,NYSE:SAR,0.25
2026-12-03,NYSE:SAR,0.25
2026-09-30,NYSE:TTE,1.038892
2026-09-15,NYSE:TDS,0.04
2026-09-15,NYSE:CBL,0.625
2026-08-28,NASDAQ:CATY,0.38
2026-09-30,NYSE:CHMI,0.1
2026-09-08,NYSE:HBM,0.007
2026-09-15,NYSE:VET,0.097
2026-10-01,NYSE:FRT,1.16
2026-09-30,NYSE:FBRT,0.2
2026-09-29,NYSE:NTR,0.55
2026-09-21,NASDAQ:GOOD,0.1
2026-09-11,NYSE:CNQ,0.452
2026-08-31,NYSE:BIP,0.455
2026-09-11,NYSE:ALB,0.41
2026-09-30,NYSE:BGS,0.095
2026-08-28,NYSE:ALV,0.87
2026-09-10,NYSE:PPL,0.285
2026-09-08,NYSE:HAFN,0.5003
2026-09-02,NYSE:BBDC,0.26
2026-09-30,NYSE:MITT,0.24
2026-09-08,NYSE:BWLP,0.95
2026-10-16,NYSE:EOG,1.02
2026-09-29,NYSE:SOBO,0.5
2026-10-07,NASDAQ:CMCSA,0.33
2026-09-15,NYSE:UE,0.21
2026-09-03,NYSE:BR,1.09
2026-09-01,NASDAQ:PTEN,0.1
2026-09-21,AMEX:EPM,0.12
2026-09-15,NYSE:PLOW,0.295
2026-09-28,NASDAQ:ISBA,0.28
2026-09-10,NYSE:NAT,0.27
2026-08-31,NYSE:EPR,0.31
2026-09-30,NYSE:EPR,0.31
2026-09-22,NASDAQ:ADAM,0.3
2026-09-15,NYSE:SBR,0.33168
2026-09-15,NYSE:UDR,0.145
2026-09-02,NYSE:HAL,0.17
2026-09-15,NYSE:BCSF,0.42
2026-09-29,NASDAQ:ITRN,0.5
2026-11-16,NYSE:EQNR,0.39
