date,symbol,amount
2026-08-17,NASDAQ:VISN,10
2026-08-28,NASDAQ:VISN,5
2026-08-28,NYSE:DD,0.35
2026-08-31,NYSE:DD,0.6
2026-09-10,NYSE:NAT,0.27
2026-08-17,NASDAQ:IEP,0.5
2026-09-30,NASDAQ:XRX,0.025
2026-08-14,NYSE:SAR,0.469
2026-09-03,NYSE:SAR,0.25
2026-10-06,NYSE:SAR,0.25
2026-11-05,NYSE:SAR,0.25
2026-12-03,NYSE:SAR,0.25
2026-09-16,NASDAQ:TCPC,0.17
2026-09-30,NYSE:BGS,0.095
2026-09-30,NASDAQ:CGBD,0.35
2026-09-16,NYSE:FSK,0.44
2026-09-10,NYSE:PINE,0.32
2026-08-17,NYSE:ARR,0.24
2026-09-15,NYSE:ARR,0.24
2026-09-01,NYSE:NTST,0.225
2026-08-10,NYSE:UAN,6.08
2026-09-09,NASDAQ:TFSL,0.3175
2026-08-17,NYSE:MNR,0.36
2026-09-22,NASDAQ:ADAM,0.3
2026-08-14,NYSE:PNNT,0.08
2026-09-15,NYSE:PNNT,0.08
2026-08-21,NYSE:DX,0.17
2026-08-14,NYSE:PFLT,0.0833
2026-09-15,NYSE:PFLT,0.0833
2026-09-10,NYSE:AMBP,0.1
2026-09-08,NASDAQ:MFIC,0.31
2026-09-18,NYSE:FRO,2.61
2026-08-28,NYSE:GRNT,0.11
2026-08-31,NASDAQ:CCAP,0.03
2026-09-30,NASDAQ:CCAP,0.34
2026-08-31,NYSE:ORC,0.1
2026-09-30,NYSE:TTE,1.038892
2026-09-03,NYSE:FLNG,0.75
2026-08-17,NYSE:DHT,1.22
2026-08-19,NYSE:CHCT,0.33
2026-08-27,NASDAQ:PSEC,0.035
2026-09-28,NASDAQ:PSEC,0.035
2026-10-28,NASDAQ:PSEC,0.035
2026-08-14,NYSE:BP,0.5196
2026-09-15,NYSE:TDS,0.04
2026-10-08,NYSE:PMT,0.4
2026-08-07,NASDAQ:CFFN,0.085
2026-08-31,NYSE:EFC,0.13
2026-09-30,NYSE:EFC,0.13
2026-08-14,NYSE:TXO,0.4
2026-09-11,NASDAQ:GLPI,0.82
2026-08-14,NASDAQ:TRIN,0.17
2026-09-10,NASDAQ:TRIN,0.17
2026-08-19,NASDAQ:SPOK,0.3125
2026-09-02,NYSE:BBDC,0.26
2026-08-14,NYSE:SHEL,0.7812
2026-08-17,NASDAQ:FHB,0.26
2026-08-14,NYSE:CION,0.1
2026-10-16,NYSE:CION,0.1
2026-11-13,NYSE:CION,0.1
2026-12-11,NYSE:CION,0.1
2026-09-30,NYSE:BXSL,0.77
2026-08-11,NYSE:HR,0.24
2026-08-31,NYSE:EARN,0.08
2026-09-30,NYSE:EARN,0.08
2026-09-30,NYSE:ACRE,0.15
2026-09-10,NYSE:MPT,0.09
2026-08-31,NASDAQ:AGNC,0.12
2026-09-30,NASDAQ:AGNC,0.12
2026-08-31,NYSE:BIP,0.455
2026-09-04,NYSE:ORI,0.315
2026-09-11,NASDAQ:SLRC,0.31
2026-08-17,NYSE:KRP,0.47
2026-08-31,NYSE:SCM,0.0833
2026-09-30,NYSE:COLD,0.23
